feature_filepath,feature_type,filepath,subset_filepath,label,split,channel,dataset,speaker_id,attack_id,attack_category,shape
data/features/logmel/test/LA_test_LA_T_1979527.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1979527.flac,data/subset_raw/LA_test_LA_T_1979527.flac,bonafide,test,clean,LA,LA_0086,-,bonafide,"[80, 400]"
data/features/mfcc/test/LA_test_LA_T_1979527.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1979527.flac,data/subset_raw/LA_test_LA_T_1979527.flac,bonafide,test,clean,LA,LA_0086,-,bonafide,"[20, 400]"
data/features/logmel/test/LA_test_LA_T_3264459.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3264459.flac,data/subset_raw/LA_test_LA_T_3264459.flac,bonafide,test,clean,LA,LA_0086,-,bonafide,"[80, 400]"
data/features/mfcc/test/LA_test_LA_T_3264459.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3264459.flac,data/subset_raw/LA_test_LA_T_3264459.flac,bonafide,test,clean,LA,LA_0086,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_8178089.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8178089.flac,data/subset_raw/LA_train_LA_T_8178089.flac,bonafide,train,clean,LA,LA_0085,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_8178089.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8178089.flac,data/subset_raw/LA_train_LA_T_8178089.flac,bonafide,train,clean,LA,LA_0085,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_1023546.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1023546.flac,data/subset_raw/LA_train_LA_T_1023546.flac,bonafide,train,clean,LA,LA_0085,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_1023546.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1023546.flac,data/subset_raw/LA_train_LA_T_1023546.flac,bonafide,train,clean,LA,LA_0085,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_8275432.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8275432.flac,data/subset_raw/LA_train_LA_T_8275432.flac,bonafide,train,clean,LA,LA_0088,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_8275432.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8275432.flac,data/subset_raw/LA_train_LA_T_8275432.flac,bonafide,train,clean,LA,LA_0088,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_3747046.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3747046.flac,data/subset_raw/LA_train_LA_T_3747046.flac,bonafide,train,clean,LA,LA_0088,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_3747046.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3747046.flac,data/subset_raw/LA_train_LA_T_3747046.flac,bonafide,train,clean,LA,LA_0088,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_4197596.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4197596.flac,data/subset_raw/LA_train_LA_T_4197596.flac,bonafide,train,clean,LA,LA_0098,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_4197596.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4197596.flac,data/subset_raw/LA_train_LA_T_4197596.flac,bonafide,train,clean,LA,LA_0098,-,bonafide,"[20, 400]"
data/features/logmel/test/LA_test_LA_T_5326968.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5326968.flac,data/subset_raw/LA_test_LA_T_5326968.flac,bonafide,test,clean,LA,LA_0093,-,bonafide,"[80, 400]"
data/features/mfcc/test/LA_test_LA_T_5326968.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5326968.flac,data/subset_raw/LA_test_LA_T_5326968.flac,bonafide,test,clean,LA,LA_0093,-,bonafide,"[20, 400]"
data/features/logmel/test/LA_test_LA_T_4630790.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4630790.flac,data/subset_raw/LA_test_LA_T_4630790.flac,bonafide,test,clean,LA,LA_0093,-,bonafide,"[80, 400]"
data/features/mfcc/test/LA_test_LA_T_4630790.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4630790.flac,data/subset_raw/LA_test_LA_T_4630790.flac,bonafide,test,clean,LA,LA_0093,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_4711197.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4711197.flac,data/subset_raw/LA_train_LA_T_4711197.flac,bonafide,train,clean,LA,LA_0085,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_4711197.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4711197.flac,data/subset_raw/LA_train_LA_T_4711197.flac,bonafide,train,clean,LA,LA_0085,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_9553112.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9553112.flac,data/subset_raw/LA_train_LA_T_9553112.flac,bonafide,train,clean,LA,LA_0095,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_9553112.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9553112.flac,data/subset_raw/LA_train_LA_T_9553112.flac,bonafide,train,clean,LA,LA_0095,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_5696560.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5696560.flac,data/subset_raw/LA_train_LA_T_5696560.flac,bonafide,train,clean,LA,LA_0092,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_5696560.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5696560.flac,data/subset_raw/LA_train_LA_T_5696560.flac,bonafide,train,clean,LA,LA_0092,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_6756969.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6756969.flac,data/subset_raw/LA_train_LA_T_6756969.flac,bonafide,train,clean,LA,LA_0087,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_6756969.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6756969.flac,data/subset_raw/LA_train_LA_T_6756969.flac,bonafide,train,clean,LA,LA_0087,-,bonafide,"[20, 400]"
data/features/logmel/val/LA_val_LA_T_1325649.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1325649.flac,data/subset_raw/LA_val_LA_T_1325649.flac,bonafide,val,clean,LA,LA_0089,-,bonafide,"[80, 400]"
data/features/mfcc/val/LA_val_LA_T_1325649.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1325649.flac,data/subset_raw/LA_val_LA_T_1325649.flac,bonafide,val,clean,LA,LA_0089,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_3545264.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3545264.flac,data/subset_raw/LA_train_LA_T_3545264.flac,bonafide,train,clean,LA,LA_0094,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_3545264.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3545264.flac,data/subset_raw/LA_train_LA_T_3545264.flac,bonafide,train,clean,LA,LA_0094,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_7677120.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7677120.flac,data/subset_raw/LA_train_LA_T_7677120.flac,bonafide,train,clean,LA,LA_0079,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_7677120.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7677120.flac,data/subset_raw/LA_train_LA_T_7677120.flac,bonafide,train,clean,LA,LA_0079,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_1878391.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1878391.flac,data/subset_raw/LA_train_LA_T_1878391.flac,bonafide,train,clean,LA,LA_0084,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_1878391.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1878391.flac,data/subset_raw/LA_train_LA_T_1878391.flac,bonafide,train,clean,LA,LA_0084,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_9779411.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9779411.flac,data/subset_raw/LA_train_LA_T_9779411.flac,bonafide,train,clean,LA,LA_0087,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_9779411.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9779411.flac,data/subset_raw/LA_train_LA_T_9779411.flac,bonafide,train,clean,LA,LA_0087,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_7051313.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7051313.flac,data/subset_raw/LA_train_LA_T_7051313.flac,bonafide,train,clean,LA,LA_0084,-,bonafide,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_7051313.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7051313.flac,data/subset_raw/LA_train_LA_T_7051313.flac,bonafide,train,clean,LA,LA_0084,-,bonafide,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_7196016.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7196016.flac,data/subset_raw/LA_train_LA_T_7196016.flac,spoof,train,clean,LA,LA_0095,A01,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_7196016.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7196016.flac,data/subset_raw/LA_train_LA_T_7196016.flac,spoof,train,clean,LA,LA_0095,A01,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_2021613.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2021613.flac,data/subset_raw/LA_train_LA_T_2021613.flac,spoof,train,clean,LA,LA_0088,A04,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_2021613.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2021613.flac,data/subset_raw/LA_train_LA_T_2021613.flac,spoof,train,clean,LA,LA_0088,A04,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_6942847.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6942847.flac,data/subset_raw/LA_train_LA_T_6942847.flac,spoof,train,clean,LA,LA_0083,A04,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_6942847.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6942847.flac,data/subset_raw/LA_train_LA_T_6942847.flac,spoof,train,clean,LA,LA_0083,A04,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_8159529.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8159529.flac,data/subset_raw/LA_train_LA_T_8159529.flac,spoof,train,clean,LA,LA_0090,A01,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_8159529.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8159529.flac,data/subset_raw/LA_train_LA_T_8159529.flac,spoof,train,clean,LA,LA_0090,A01,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_8367117.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8367117.flac,data/subset_raw/LA_train_LA_T_8367117.flac,spoof,train,clean,LA,LA_0098,A06,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_8367117.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8367117.flac,data/subset_raw/LA_train_LA_T_8367117.flac,spoof,train,clean,LA,LA_0098,A06,spoof,"[20, 400]"
data/features/logmel/test/LA_test_LA_T_4873700.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4873700.flac,data/subset_raw/LA_test_LA_T_4873700.flac,spoof,test,clean,LA,LA_0086,A05,spoof,"[80, 400]"
data/features/mfcc/test/LA_test_LA_T_4873700.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4873700.flac,data/subset_raw/LA_test_LA_T_4873700.flac,spoof,test,clean,LA,LA_0086,A05,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_5454842.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5454842.flac,data/subset_raw/LA_train_LA_T_5454842.flac,spoof,train,clean,LA,LA_0083,A05,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_5454842.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5454842.flac,data/subset_raw/LA_train_LA_T_5454842.flac,spoof,train,clean,LA,LA_0083,A05,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_5820593.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5820593.flac,data/subset_raw/LA_train_LA_T_5820593.flac,spoof,train,clean,LA,LA_0096,A02,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_5820593.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5820593.flac,data/subset_raw/LA_train_LA_T_5820593.flac,spoof,train,clean,LA,LA_0096,A02,spoof,"[20, 400]"
data/features/logmel/test/LA_test_LA_T_5054337.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5054337.flac,data/subset_raw/LA_test_LA_T_5054337.flac,spoof,test,clean,LA,LA_0086,A02,spoof,"[80, 400]"
data/features/mfcc/test/LA_test_LA_T_5054337.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5054337.flac,data/subset_raw/LA_test_LA_T_5054337.flac,spoof,test,clean,LA,LA_0086,A02,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_1531219.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1531219.flac,data/subset_raw/LA_train_LA_T_1531219.flac,spoof,train,clean,LA,LA_0091,A05,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_1531219.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1531219.flac,data/subset_raw/LA_train_LA_T_1531219.flac,spoof,train,clean,LA,LA_0091,A05,spoof,"[20, 400]"
data/features/logmel/test/LA_test_LA_T_1929428.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1929428.flac,data/subset_raw/LA_test_LA_T_1929428.flac,spoof,test,clean,LA,LA_0097,A03,spoof,"[80, 400]"
data/features/mfcc/test/LA_test_LA_T_1929428.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1929428.flac,data/subset_raw/LA_test_LA_T_1929428.flac,spoof,test,clean,LA,LA_0097,A03,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_3167562.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3167562.flac,data/subset_raw/LA_train_LA_T_3167562.flac,spoof,train,clean,LA,LA_0083,A04,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_3167562.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3167562.flac,data/subset_raw/LA_train_LA_T_3167562.flac,spoof,train,clean,LA,LA_0083,A04,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_9382514.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9382514.flac,data/subset_raw/LA_train_LA_T_9382514.flac,spoof,train,clean,LA,LA_0088,A02,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_9382514.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9382514.flac,data/subset_raw/LA_train_LA_T_9382514.flac,spoof,train,clean,LA,LA_0088,A02,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_3683064.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3683064.flac,data/subset_raw/LA_train_LA_T_3683064.flac,spoof,train,clean,LA,LA_0088,A04,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_3683064.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3683064.flac,data/subset_raw/LA_train_LA_T_3683064.flac,spoof,train,clean,LA,LA_0088,A04,spoof,"[20, 400]"
data/features/logmel/test/LA_test_LA_T_5209238.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5209238.flac,data/subset_raw/LA_test_LA_T_5209238.flac,spoof,test,clean,LA,LA_0097,A06,spoof,"[80, 400]"
data/features/mfcc/test/LA_test_LA_T_5209238.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5209238.flac,data/subset_raw/LA_test_LA_T_5209238.flac,spoof,test,clean,LA,LA_0097,A06,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_1217503.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1217503.flac,data/subset_raw/LA_train_LA_T_1217503.flac,spoof,train,clean,LA,LA_0090,A03,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_1217503.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1217503.flac,data/subset_raw/LA_train_LA_T_1217503.flac,spoof,train,clean,LA,LA_0090,A03,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_2191824.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2191824.flac,data/subset_raw/LA_train_LA_T_2191824.flac,spoof,train,clean,LA,LA_0085,A06,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_2191824.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2191824.flac,data/subset_raw/LA_train_LA_T_2191824.flac,spoof,train,clean,LA,LA_0085,A06,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_4164792.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4164792.flac,data/subset_raw/LA_train_LA_T_4164792.flac,spoof,train,clean,LA,LA_0084,A03,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_4164792.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4164792.flac,data/subset_raw/LA_train_LA_T_4164792.flac,spoof,train,clean,LA,LA_0084,A03,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_7412444.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7412444.flac,data/subset_raw/LA_train_LA_T_7412444.flac,spoof,train,clean,LA,LA_0084,A06,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_7412444.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7412444.flac,data/subset_raw/LA_train_LA_T_7412444.flac,spoof,train,clean,LA,LA_0084,A06,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_6355446.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6355446.flac,data/subset_raw/LA_train_LA_T_6355446.flac,spoof,train,clean,LA,LA_0080,A06,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_6355446.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6355446.flac,data/subset_raw/LA_train_LA_T_6355446.flac,spoof,train,clean,LA,LA_0080,A06,spoof,"[20, 400]"
data/features/logmel/test/LA_test_LA_T_2667116.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2667116.flac,data/subset_raw/LA_test_LA_T_2667116.flac,spoof,test,clean,LA,LA_0093,A05,spoof,"[80, 400]"
data/features/mfcc/test/LA_test_LA_T_2667116.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2667116.flac,data/subset_raw/LA_test_LA_T_2667116.flac,spoof,test,clean,LA,LA_0093,A05,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_6919433.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6919433.flac,data/subset_raw/LA_train_LA_T_6919433.flac,spoof,train,clean,LA,LA_0092,A05,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_6919433.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6919433.flac,data/subset_raw/LA_train_LA_T_6919433.flac,spoof,train,clean,LA,LA_0092,A05,spoof,"[20, 400]"
data/features/logmel/val/LA_val_LA_T_8953521.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8953521.flac,data/subset_raw/LA_val_LA_T_8953521.flac,spoof,val,clean,LA,LA_0089,A01,spoof,"[80, 400]"
data/features/mfcc/val/LA_val_LA_T_8953521.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8953521.flac,data/subset_raw/LA_val_LA_T_8953521.flac,spoof,val,clean,LA,LA_0089,A01,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_3287677.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3287677.flac,data/subset_raw/LA_train_LA_T_3287677.flac,spoof,train,clean,LA,LA_0083,A03,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_3287677.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3287677.flac,data/subset_raw/LA_train_LA_T_3287677.flac,spoof,train,clean,LA,LA_0083,A03,spoof,"[20, 400]"
data/features/logmel/test/LA_test_LA_T_9851170.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9851170.flac,data/subset_raw/LA_test_LA_T_9851170.flac,spoof,test,clean,LA,LA_0086,A04,spoof,"[80, 400]"
data/features/mfcc/test/LA_test_LA_T_9851170.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9851170.flac,data/subset_raw/LA_test_LA_T_9851170.flac,spoof,test,clean,LA,LA_0086,A04,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_1544826.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1544826.flac,data/subset_raw/LA_train_LA_T_1544826.flac,spoof,train,clean,LA,LA_0095,A03,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_1544826.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1544826.flac,data/subset_raw/LA_train_LA_T_1544826.flac,spoof,train,clean,LA,LA_0095,A03,spoof,"[20, 400]"
data/features/logmel/test/LA_test_LA_T_6866613.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6866613.flac,data/subset_raw/LA_test_LA_T_6866613.flac,spoof,test,clean,LA,LA_0097,A04,spoof,"[80, 400]"
data/features/mfcc/test/LA_test_LA_T_6866613.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6866613.flac,data/subset_raw/LA_test_LA_T_6866613.flac,spoof,test,clean,LA,LA_0097,A04,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_5379096.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5379096.flac,data/subset_raw/LA_train_LA_T_5379096.flac,spoof,train,clean,LA,LA_0092,A03,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_5379096.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5379096.flac,data/subset_raw/LA_train_LA_T_5379096.flac,spoof,train,clean,LA,LA_0092,A03,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_1957538.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1957538.flac,data/subset_raw/LA_train_LA_T_1957538.flac,spoof,train,clean,LA,LA_0087,A03,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_1957538.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1957538.flac,data/subset_raw/LA_train_LA_T_1957538.flac,spoof,train,clean,LA,LA_0087,A03,spoof,"[20, 400]"
data/features/logmel/test/LA_test_LA_T_8276326.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8276326.flac,data/subset_raw/LA_test_LA_T_8276326.flac,spoof,test,clean,LA,LA_0086,A03,spoof,"[80, 400]"
data/features/mfcc/test/LA_test_LA_T_8276326.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8276326.flac,data/subset_raw/LA_test_LA_T_8276326.flac,spoof,test,clean,LA,LA_0086,A03,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_7249621.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7249621.flac,data/subset_raw/LA_train_LA_T_7249621.flac,spoof,train,clean,LA,LA_0080,A05,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_7249621.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7249621.flac,data/subset_raw/LA_train_LA_T_7249621.flac,spoof,train,clean,LA,LA_0080,A05,spoof,"[20, 400]"
data/features/logmel/test/LA_test_LA_T_6030668.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6030668.flac,data/subset_raw/LA_test_LA_T_6030668.flac,spoof,test,clean,LA,LA_0097,A04,spoof,"[80, 400]"
data/features/mfcc/test/LA_test_LA_T_6030668.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6030668.flac,data/subset_raw/LA_test_LA_T_6030668.flac,spoof,test,clean,LA,LA_0097,A04,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_2457545.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2457545.flac,data/subset_raw/LA_train_LA_T_2457545.flac,spoof,train,clean,LA,LA_0092,A04,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_2457545.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2457545.flac,data/subset_raw/LA_train_LA_T_2457545.flac,spoof,train,clean,LA,LA_0092,A04,spoof,"[20, 400]"
data/features/logmel/train/LA_train_LA_T_9639913.npy,logmel,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9639913.flac,data/subset_raw/LA_train_LA_T_9639913.flac,spoof,train,clean,LA,LA_0083,A05,spoof,"[80, 400]"
data/features/mfcc/train/LA_train_LA_T_9639913.npy,mfcc,data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9639913.flac,data/subset_raw/LA_train_LA_T_9639913.flac,spoof,train,clean,LA,LA_0083,A05,spoof,"[20, 400]"
