filename,split,label,attack_id,attack_category,speaker_id,file_size_bytes,has_valid_flac_header,soundfile_error,librosa_error,ffmpeg_error,subset_filepath
PA_train_PA_T_0024048.flac,train,spoof,AC,spoof,PA_0093,54408,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0024048.flac
PA_train_PA_T_0035675.flac,train,spoof,CB,spoof,PA_0085,54943,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0035675.flac
PA_train_PA_T_0043345.flac,train,spoof,AA,spoof,PA_0085,73087,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0043345.flac
PA_train_PA_T_0052233.flac,train,spoof,AA,spoof,PA_0085,79305,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0052233.flac
PA_test_PA_T_0012695.flac,test,spoof,AA,spoof,PA_0087,58848,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_test_PA_T_0012695.flac
PA_train_PA_T_0040628.flac,train,spoof,BB,spoof,PA_0089,67805,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0040628.flac
PA_train_PA_T_0052422.flac,train,spoof,AC,spoof,PA_0083,95237,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0052422.flac
PA_train_PA_T_0026598.flac,train,spoof,CB,spoof,PA_0092,64016,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0026598.flac
PA_train_PA_T_0034685.flac,train,spoof,AB,spoof,PA_0095,83344,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0034685.flac
PA_train_PA_T_0052701.flac,train,spoof,BA,spoof,PA_0096,80105,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0052701.flac
PA_train_PA_T_0016284.flac,train,spoof,AA,spoof,PA_0083,95897,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0016284.flac
PA_train_PA_T_0031844.flac,train,spoof,CB,spoof,PA_0080,49107,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0031844.flac
PA_train_PA_T_0040371.flac,train,spoof,AC,spoof,PA_0098,53565,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0040371.flac
PA_train_PA_T_0022160.flac,train,spoof,AB,spoof,PA_0085,47692,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0022160.flac
PA_train_PA_T_0011204.flac,train,spoof,AA,spoof,PA_0098,45339,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0011204.flac
